Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
union_absorbs_empire_desc;Our brothers in the former British colonies have at long last overthrown the corrupt monarchy and embraced the principles of democracy. While opinion in the new republic is divided as to whether they should remain independent or rejoin our nation, our spies tell us many are pushing for the absorption by the British Union.;;;;;;;;;;;;;
roman_school_title;The Roman School;;;;;;;;;;;;;
roman_school_desc;Since immersing themselves in Western culture, studies of Western history have proven to be very popular amongst our people. Specifically, admiration for and study of the Roman Empire has proven to be influential enough that many in our nation are combining Roman architecture with our native styles, emulating Roman forms of dress, and even using Roman history to shape their political ideologies-- some deluded souls are even convincing themselves that our people have Roman ancestory due to a group of Roman explorers that found the New World and bred with our ancestors. Regardless of their silly beliefs, we can put this love of learning to good use by founding a national university dedicated to the study of Western classical culture and history.;;;;;;;;;;;;;
tribal_parliament_title;The Tribal Parliament;;;;;;;;;;;;;
tribal_parliament_desc;Now that we have launched upon a course of Westernization, many in our nation believe we should emulate Western forms of government by creating a national legislature. This institution would be similar to the British parliament, though it would also combine elements of the American Congress to ensure all tribes in our nation have significant representation.;;;;;;;;;;;;;
indian_pendence_title;A Declaration of Equality;;;;;;;;;;;;;
indian_pendence_desc;For centuries, the native tribes of the Americas have been looked down upon by whites as barbaric and savage beasts, with some even claiming we lack souls. While this was never true, the technological divide between us and the West provided the impetus for this mode of thinking. Now that we have achieved a level of technological equivalence with the west, however, we can announce to the world that we are no longer pawns in the game of diplomacy, but a nation with equal rights and strength as others.;;;;;;;;;;;;;
invite_natives_title;A Common Home;;;;;;;;;;;;;
invite_natives_desc;The Native Confederation was founded at the end of the War of 1812 as a buffer state to protect the British Empire's Canadian Dominion from the ambitious United States of America. While the nation was established with the nominal purpose of providing natives with a place to live in peace, few took this seriously, and only the natives who lived in the area became common citizens. However, now that the United States has begun agressively persecuting our bretheren, we might be able to convince many of them to settle here if we have the bureaucracy and capital to handle a mass immigration.;;;;;;;;;;;;;
attempt_annex_NSA_title;The Reunification of Spain;;;;;;;;;;;;;
attempt_annex_NSA_desc;Now that the French have lost their puppet state in Iberia, calls are echoing from all over Europe for our return. If we send a delegation to meet with the interim government on the peninsula, it is very likely they will give in to public pressure and hand our homeland over to us.;;;;;;;;;;;;;
become_peru_title;A Peruvian Destiny;;;;;;;;;;;;;
become_peru_desc;As the years go by and our chances of regaining Spain and putting a king back on our throne grow ever dimmer, many in the former viceroyalty of Peru are beginning to question exactly what the destiny of our nation is. Calls for an abandonment of the Old World and an embracing of the new Peruvian order grow ever louder, as do calls for a truly representative republic instead of a restoration of the monarchy. If we so wish, we can formally abandon our claim to Spain and become a new nation: the Republic of Peru.;;;;;;;;;;;;;
spanish_resto_title;The Claim to Spain;;;;;;;;;;;;;
spanish_resto_desc;When Napoleon invaded Spain and put his brother on the throne, few accepted him as the legitimate king. However, the true heir and his family were kept imprisoned by Napoleon until they died childless. As a result, the closest living relative happens to be the King of Sicily, due to a claim from Charles III of Spain. As our king is now the heir to the Spanish throne, we can send a delegation to the Cubano Cortes to make our claim.;;;;;;;;;;;;;
form_Federation_of_the_Rhine_title;Deutschland Uber Alles!;;;;;;;;;;;;;
form_Federation_of_the_Rhine_desc;While Germany was not united until the proclamation of the German Empire, following the Franco-Prussian war, rising nationalism in the 19th century had meant that unification had been on the cards long before that, with the Frankfurt assembly of 1848 being an important forerunner. By achieving a dominant position among the Rhine states, we can form the Rheinbund.;;;;;;;;;;;;;
form_italy_title;Avanti Italia!;Avanti Italia !;Avanti Italia!;;Avanti Italia!;;;;;;;;;
form_italy_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;Gr歊e ?l'彋ablissement d'une position dominante sur la p幯insule italienne, nous formerons une patrie pour notre peuple en nous proclamant la force motrice d'un 尒at italien unifi?;Durch die Absicherung einer dominanten Position auf der italienischen Halbinsel k霵nen wir unserem Volk eine nationale Heimat geben, indem wir uns als treibende Kraft f eine vereinigte italienische Nation proklamieren.;;Al establecer una posici靮 dominante en la pen璯sula italiana, podemos garantizarle a nuestro pueblo una patria nacional con fronteras seguras y convertirnos en el germen de un estado italiano unificado.;;;;;;;;;
form_italy_KOI_title;Avanti Italia!;Avanti Italia !;Avanti Italia!;;Avanti Italia!;;;;;;;;;
form_italy_KOI_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;Gr歊e ?l'彋ablissement d'une position dominante sur la p幯insule italienne, nous formerons une patrie pour notre peuple en nous proclamant la force motrice d'un 尒at italien unifi?;Durch die Absicherung einer dominanten Position auf der italienischen Halbinsel k霵nen wir unserem Volk eine nationale Heimat geben, indem wir uns als treibende Kraft f eine vereinigte italienische Nation proklamieren.;;Al establecer una posici靮 dominante en la pen璯sula italiana, podemos garantizarle a nuestro pueblo una patria nacional con fronteras seguras y convertirnos en el germen de un estado italiano unificado.;;;;;;;;;
form_italy_SIC_title;Avanti Italia!;Avanti Italia !;Avanti Italia!;;Avanti Italia!;;;;;;;;;
form_italy_SIC_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;Gr歊e ?l'彋ablissement d'une position dominante sur la p幯insule italienne, nous formerons une patrie pour notre peuple en nous proclamant la force motrice d'un 尒at italien unifi?;Durch die Absicherung einer dominanten Position auf der italienischen Halbinsel k霵nen wir unserem Volk eine nationale Heimat geben, indem wir uns als treibende Kraft f eine vereinigte italienische Nation proklamieren.;;Al establecer una posici靮 dominante en la pen璯sula italiana, podemos garantizarle a nuestro pueblo una patria nacional con fronteras seguras y convertirnos en el germen de un estado italiano unificado.;;;;;;;;;
form_italy_SYC_title;Avanti Italia!;Avanti Italia !;Avanti Italia!;;Avanti Italia!;;;;;;;;;
form_italy_SYC_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;Gr歊e ?l'彋ablissement d'une position dominante sur la p幯insule italienne, nous formerons une patrie pour notre peuple en nous proclamant la force motrice d'un 尒at italien unifi?;Durch die Absicherung einer dominanten Position auf der italienischen Halbinsel k霵nen wir unserem Volk eine nationale Heimat geben, indem wir uns als treibende Kraft f eine vereinigte italienische Nation proklamieren.;;Al establecer una posici靮 dominante en la pen璯sula italiana, podemos garantizarle a nuestro pueblo una patria nacional con fronteras seguras y convertirnos en el germen de un estado italiano unificado.;;;;;;;;;
form_italy_LUC_title;Avanti Italia!;Avanti Italia !;Avanti Italia!;;Avanti Italia!;;;;;;;;;
form_italy_LUC_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;Gr歊e ?l'彋ablissement d'une position dominante sur la p幯insule italienne, nous formerons une patrie pour notre peuple en nous proclamant la force motrice d'un 尒at italien unifi?;Durch die Absicherung einer dominanten Position auf der italienischen Halbinsel k霵nen wir unserem Volk eine nationale Heimat geben, indem wir uns als treibende Kraft f eine vereinigte italienische Nation proklamieren.;;Al establecer una posici靮 dominante en la pen璯sula italiana, podemos garantizarle a nuestro pueblo una patria nacional con fronteras seguras y convertirnos en el germen de un estado italiano unificado.;;;;;;;;;
form_italy_PAP_title;Avanti Italia!;Avanti Italia !;Avanti Italia!;;Avanti Italia!;;;;;;;;;
form_italy_PAP_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;Gr歊e ?l'彋ablissement d'une position dominante sur la p幯insule italienne, nous formerons une patrie pour notre peuple en nous proclamant la force motrice d'un 尒at italien unifi?;Durch die Absicherung einer dominanten Position auf der italienischen Halbinsel k霵nen wir unserem Volk eine nationale Heimat geben, indem wir uns als treibende Kraft f eine vereinigte italienische Nation proklamieren.;;Al establecer una posici靮 dominante en la pen璯sula italiana, podemos garantizarle a nuestro pueblo una patria nacional con fronteras seguras y convertirnos en el germen de un estado italiano unificado.;;;;;;;;;
encourage_India_title;Encourage Indian Expansion;;;;;;;;;;;;;
encourage_India_desc;With our Imperial masters so close to our operations, and with the population of Canada constantly growing, we can expect that before too long, the Empire will turn its gaze on our lands. In order to delay this, we can launch a massive propaganda campaign urging subjects of the Empire to concentrate on retaking lost land in India, rather than taking new land from us in Canada.;;;;;;;;;;;;;
encourage_Africa_title;Encourage African Expansion;;;;;;;;;;;;;
encourage_Africa_desc;With our Imperial masters so close to our operations, and with the population of Canada constantly growing, we can expect that before too long, the Empire will turn its gaze on our lands. In order to delay this, we can launch a massive propaganda campaign urging subjects of the Empire to concentrate on civilizing Africa, instead of taking land from people who are already civilized.;;;;;;;;;;;;;
encourage_Isles_title;Encourage a Reconquest of the Isles;;;;;;;;;;;;;
encourage_Isles_desc;With our Imperial masters so close to our operations, and with the population of Canada constantly growing, we can expect that before too long, the Empire will turn its gaze on our lands. In order to delay this, we can launch a massive propaganda campaign urging subjects of the Empire to concentrate on retaking the British homeland, instead of expanding into the lands of the New World.;;;;;;;;;;;;;
travancore_eic_conflict_title;The Southern Tip of India;;;;;;;;;;;;;
travancore_eic_conflict_desc;In order to truly gain access to the Western land of India, we must control the tip of the Subcontinent which can become a great port for our navy to invade the west. It would be risky to not control this land since it's close to our base in Ceylon and any other way through the mainland would unite the continent against us.;;;;;;;;;;;;;
beroda_eic_conflict_title;First Steps Into Western India;;;;;;;;;;;;;
beroda_eic_conflict_desc;The chance to finally gain a foothold in Western India lies in the lands of Beroda. We have the perfect chance to finally exert our control throughout the continent. With this conquest being done, we can for once be in a position to consolidate our gains and conquer the subcontinent fully. Everything we have done has been a mere step compared to this giant leap taken.;;;;;;;;;;;;;
claim_bolivia_title;Claim Bolivia;;;;;;;;;;;;;
claim_bolivia_desc;Our country was once the Viceroyalty of Peru, having encompassed over the lands of Bolivia and Chile. With our recent success reclaiming our lost lands in Bolivia, we have decided to formally take the steps to reunite into a lesser Viceroyalty of Peru, which will be the union of our country and Bolivia. With this coming into fruition, may our country continue with her success and grow into a dominant South American country.;;;;;;;;;;;;;
seize_louisiana_title;Seize The Louisiana Territory;;;;;;;;;;;;;
seize_louisiana_desc;The American attempt at a land grab in Mexico was an operational failure with the army ill-prepared to fight a war that vastly overstretched it. With the Mexican occupation of the Louisiana territory, American control of the land was effectively removed. If the war is lost by the Americans, their attempt at a land grab in Mexico will bite back hard with the loss of the entire Louisiana territory. The United States would be effectively without more than half of its land including multiple states, all lost to Mexico.;;;;;;;;;;;;;
integrate_neuchatel_france_title;Integrate Neuchatel;;;;;;;;;;;;;
integrate_neuchatel_france_desc;Neuchatel is an integral part of the French Empire and should be treated as such. It is time to integrate Neuchatel into France once and for all.Integrate Neuchatel;;;;;;;;;;;;;
claim_geneva_title;Genevan Claims;;;;;;;;;;;;;
claim_geneva_desc;The French conquest of Geneva and integration of Neuchatel placed the majority of Swiss French people directly under France. However, there still exist other Swiss French, rather, French people in the Swiss Confederation. Perhaps it would be wise to push for Switzerland to drop its non-German areas to both simplify borders and ensure peace by removing chances for future conflict.;;;;;;;;;;;;;
form_the_pbc_title;The Peruvian-Bolivian Confederation;;;;;;;;;;;;;
form_the_pbc_desc;Peru-Bolivia can be seen as a successor to the Viceroyalty of Peru, where it was a center of strength for the Spanish Empire. Now that the former capitals of both Peru and Bolivia are in control, it is time to start the union of both countries henceforth named Peru-Bolivia.;;;;;;;;;;;;;
reconstruct_columbia_title;Reconstruct Columbia;;;;;;;;;;;;;
reconstruct_columbia_desc;Reconstruction in Columbia has gone well, with the majority of the population ready for integration into $COUNTRY$. With this, the former United States is one step closer to being forgotten, with $COUNTRY$ replacing it in the annals of history.;;;;;;;;;;;;;
reconstruct_california_title;Reconstruct California;;;;;;;;;;;;;
reconstruct_california_desc;Reconstruction in California has gone well, with the majority of the population ready for integration into $COUNTRY$. With this, the former United States is one step closer to being forgotten, with $COUNTRY$ replacing it in the annals of history.;;;;;;;;;;;;;
reconstruct_texas_title;Reconstruct Texas;;;;;;;;;;;;;
reconstruct_texas_desc;Reconstruction in Texas has gone well, with the majority of the population ready for integration into $COUNTRY$. With this, the former United States is one step closer to being forgotten, with $COUNTRY$ replacing it in the annals of history.;;;;;;;;;;;;;
reconstruct_louisiana_title;Reconstruct Louisiana;;;;;;;;;;;;;
reconstruct_louisiana_desc;Reconstruction in Louisiana has gone well, with the majority of the population ready for integration into $COUNTRY$. With this, the former United States is one step closer to being forgotten, with $COUNTRY$ replacing it in the annals of history.;;;;;;;;;;;;;
reconstruct_confederacy_title;Reconstruct the South;;;;;;;;;;;;;
reconstruct_confederacy_desc;Reconstruction in the Confederate South has gone well, with the majority of the population ready for integration into $COUNTRY$. With this, the former United States is one step closer to being forgotten, with $COUNTRY$ replacing it in the annals of history.;;;;;;;;;;;;;
