Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
MAH_liberal;The Liberal Faction;;;;;;;;;;;;;
MAH_reactionary;The Nationalist Faction;;;;;;;;;;;;;
MAH_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
MAH_socialist;The Socialist Faction;;;;;;;;;;;;;
MAH_communist;Communist Faction;;;;;;;;;;;;;
MAH_fascist;The Fascist Faction;;;;;;;;;;;;;
MAL;Maluku;;;;;;;;;;;;;
MAL_ADJ;Moluccan;;;;;;;;;;;;;
MAR;Marianas;Marianas;Marianas;;;;;;;;;;;
MAR_ADJ;Marianan;Marianan;Marianan;;;;;;;;;;;
MCD;Macedonia;;;;;;;;;;;;;
MCD_ADJ;Macedonian;;;;;;;;;;;;;
MDR;Madeiras;;;;;;;;;;;;;
MDR_ADJ;Madeiran;;;;;;;;;;;;;
MDR_conservative;Partido Conservador;;;;;;;;;;;;;
MDR_liberal;Partido Liberal;;;;;;;;;;;;;
MDR_reactionary;Partido Real;;;;;;;;;;;;;
MDR_socialist;Partido Socialist;;;;;;;;;;;;;
MDR_communist;Partido Communist;;;;;;;;;;;;;
MDR_anarcho_liberal;Partido Anarchist;;;;;;;;;;;;;
MDR_fascist;Fascistos;;;;;;;;;;;;;
MGH;Maghreb;;;;;;;;;;;;;
MGH_ADJ;Maghrebi;;;;;;;;;;;;;
MLI;Mali;;;;;;;;;;;;;
MLI_ADJ;Malian;;;;;;;;;;;;;
MLI_absolute_monarchy;Mali Empire;;;;;;;;;;;;;
MLI_prussian_constitutionalism;Mali Empire;;;;;;;;;;;;;
MLI_hms_government;Mali Empire;;;;;;;;;;;;;
MLI_proletarian_dictatorship;Mali Republic;;;;;;;;;;;;;
MLT;Malta;;;;;;;;;;;;;
MLT_ADJ;Maltese;;;;;;;;;;;;;
MLT_conservative;Partit Nazzjonalista;Partit Nazzjonalista;Partit Nazzjonalista;;;;;;;;;;;
MLT_liberal;Constitutional Party;Constitutional Party;Constitutional Party;;;;;;;;;;;
MLT_reactionary;Azzjoni Nazzjonali;Azzjoni Nazzjonali;Azzjoni Nazzjonali;;;;;;;;;;;
MLT_socialist;Partit Laburista;Partit Laburista;Partit Laburista;;;;;;;;;;;
MLT_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
MLT_anarcho_liberal;Alpha Partit Liberali;Alpha Partit Liberali;Alpha Partit Liberali;;;;;;;;;;;
MLT_fascist;Imperium Europa;Imperium Europa;Imperium Europa;;;;;;;;;;;
MLW;Malawi;;;;;;;;;;;;;
MLW_ADJ;Malawian;;;;;;;;;;;;;
MLW_absolute_monarchy;Nyasaland;;;;;;;;;;;;;
MLW_prussian_constitutionalism;Nyasaland;;;;;;;;;;;;;
MLW_hms_government;Nyasaland;;;;;;;;;;;;;
MLW_absolute_monarchy_ADJ;Nyasa;;;;;;;;;;;;;
MLW_prussian_constitutionalism_ADJ;Nyasa;;;;;;;;;;;;;
MLW_hms_government_ADJ;Nyasa;;;;;;;;;;;;;
MLY;Malaysia;;;;;;;;;;;;;
MLY_ADJ;Malaysian;;;;;;;;;;;;;
MLY_absolute_monarchy;Malaya;;;;;;;;;;;;;
MLY_prussian_constitutionalism;Malaya;;;;;;;;;;;;;
MLY_hms_government;Malay Federation;;;;;;;;;;;;;
MLY_absolute_monarchy_ADJ;Malay;;;;;;;;;;;;;
MLY_prussian_constitutionalism_ADJ;Malay;;;;;;;;;;;;;
MLY_hms_government_ADJ;Malay;;;;;;;;;;;;;
MOD_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
MOD_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;
MOD_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;
MOD_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;
MOD_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;
MOD_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;
MOD_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
MOD_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;
MOD_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
MOZ;Mozambique;;;;;;;;;;;;;
MOZ_ADJ;Mozambican;;;;;;;;;;;;;
MRS;Marshall Islands;Marshall Islands;Marshall Islands;;;;;;;;;;;
MRS_ADJ;Marshallese;Marshallese;Marshallese;;;;;;;;;;;
MRT;Marathas;;;;;;;;;;;;;
MRT_ADJ;Marathi;;;;;;;;;;;;;
MRT_absolute_monarchy;Maratha Empire;;;;;;;;;;;;;
MRT_prussian_constitutionalism;Maratha Empire;;;;;;;;;;;;;
MRT_democracy;Maratha Confederacy;;;;;;;;;;;;;
MRT_proletarian_dictatorship;Maratha Republic;;;;;;;;;;;;;
MRU;Maritime Republic;;;;;;;;;;;;;
MRU_absolute_monarchy;Maritime Union;;;;;;;;;;;;;
MRU_prussian_constitutionalism;Maritime Union;;;;;;;;;;;;;
MRU_hms_government;Maritime Union;;;;;;;;;;;;;
MRU_ADJ;Maritime;;;;;;;;;;;;;
NEJ_absolute_monarchy_ADJ;Saudi;;;;;;;;;;;;;
NEJ_prussian_constitutionalism_ADJ;Saudi;;;;;;;;;;;;;
NEJ_hms_government_ADJ;Saudi;;;;;;;;;;;;;
NGR;Nigeria;;;;;;;;;;;;;
NGR_ADJ;Nigerian;;;;;;;;;;;;;
NIG;Niger;;;;;;;;;;;;;
NIG_ADJ;Nigerien;;;;;;;;;;;;;
NOR_liberal;Liberals;;;;;;;;;;;;;
NOR_liberal_2;Venstre;;;;;;;;;;;;;
NOR_conservative;Conservatives;;;;;;;;;;;;;
NOR_conservative_2;Høyre;;;;;;;;;;;;;
NOR_conservative_3;Moderate Venstre;;;;;;;;;;;;;
NOR_conservative_4;Samlingspartiet;;;;;;;;;;;;;
NOR_conservative_5;Frisinnede Venstre;;;;;;;;;;;;;
NOR_conservative_6;Kristelig Folkeparti;;;;;;;;;;;;;
NOR_anarcho_liberal_2;Arbeiderdemokratene;;;;;;;;;;;;;
NOR_socialist;Socialists;;;;;;;;;;;;;
NOR_socialist_2;Det Norske Arbeiderparti;;;;;;;;;;;;;
NOR_socialist_3;Norges Socialdemokratiske Arbeiderparti;;;;;;;;;;;;;
NOR_socialist_4;Bondepartiet;;;;;;;;;;;;;
NOR_communist_2;Det Norske Arbeiderparti;;;;;;;;;;;;;
NOR_communist_3;Norges Kommunistiske Parti;;;;;;;;;;;;;
NOR_fascist;Nationalists;;;;;;;;;;;;;
NOR_fascist_2;Nasjonal Samling;;;;;;;;;;;;;
NOV;Nova Scotia;Nouvelle-Écosse;Neuschottland;;;;;;;;;;;
NOV_ADJ;Nova Scotian;Nouvelle-Écossais;Neuschottisch;;;;;;;;;;;
NOV_liberal;Liberal Party;Parti libéral;Liberale Partei;;;;;;;;;;;
NOV_conservative;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
NOV_reactionary;Nationalist Party;Parti nationaliste;Nationalist Party;;;;;;;;;;;
NOV_anarcho_liberal;Radical Party;Parti radical;Radical Party;;;;;;;;;;;
NOV_socialist;Socialist Party;Parti socialiste;Socialist Party;;;;;;;;;;;
NOV_communist;Communist Party;Parti communiste;Communist Party;;;;;;;;;;;
NOV_fascist;Fascist Party;Parti fasciste;Fascist Party;;;;;;;;;;;
NOV_fascist_dictatorship;Alba Nuadh;;;;;;;;;;;;;
NOV_fascist_dictatorship_adj;Albannaich;;;;;;;;;;;;;
NQL;North Queensland;North Queensland;North Queensland;;;;;;;;;;;
NQL_ADJ;North Queenslander;North Queenslander;North Queenslander;;;;;;;;;;;
NQL_fascist_dictatorship;Capricornia;Capricornia;Capricornia;;;;;;;;;;;
NQL_fascist_dictatorship_ADJ;Capricornian;Capricornian;Capricornian;;;;;;;;;;;
NQL_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NQL_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NQL_conservative_2;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NQL_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NQL_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NQL_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NQL_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NQL_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NQL_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NQL_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
NQL_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NQL_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
NSW;New South Wales;New South Wales;New South Wales;;;;;;;;;;;
NSW_ADJ;New South Welsh;New South Welsh;New South Welsh;;;;;;;;;;;
NSW_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NSW_conservative_1;Protectionist Party;Protectionist Party;Protectionist Party;;;;;;;;;;;
NSW_conservative_2;Progressive Party;Progressive Party;Progressive Party;;;;;;;;;;;
NSW_conservative_3;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NSW_conservative_4;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NSW_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NSW_liberal_1;Free Trade Party;Free Trade Party;Free Trade Party;;;;;;;;;;;
NSW_liberal_2;Liberal Reform Party;Liberal Reform Party;Liberal Reform Party;;;;;;;;;;;
NSW_liberal_3;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NSW_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NSW_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NSW_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NSW_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NSW_reactionary_1;Farmers and Settlers Party;Farmers and Settlers Party;Farmers and Settlers Party;;;;;;;;;;;
NSW_reactionary_2;Progressive Party;Progressive Party;Progressive Party;;;;;;;;;;;
NSW_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;
NSW_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NSW_fascist;New Guard;New Guard;New Guard;;;;;;;;;;;
NTA;North Australia;North Australia;North Australia;;;;;;;;;;;
NTA_ADJ;North Australian;North Australian;North Australian;;;;;;;;;;;
NTA_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NTA_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NTA_conservative_2;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NTA_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NTA_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NTA_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NTA_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NTA_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NTA_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NTA_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
NTA_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NTA_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
NYE;North Yemen;;;;;;;;;;;;;
NYE_ADJ;North Yemeni;;;;;;;;;;;;;
NYE_absolute_monarchy;Zaydi;;;;;;;;;;;;;
NYE_prussian_constitutionalism;Kingdom of Yemen;;;;;;;;;;;;;
NYE_hms_government;Kingdom of Yemen;;;;;;;;;;;;;
NYE_absolute_monarchy_ADJ;Zaidiyyah;;;;;;;;;;;;;
OAX;Oaxaca;;;;;;;;;;;;;
OAX_ADJ;Oaxacan;;;;;;;;;;;;;
OAX_conservative;Conservative Party;;;;;;;;;;;;;
OAX_liberal;Liberal Party;;;;;;;;;;;;;
OAX_reactionary;Nationalist Party;;;;;;;;;;;;;
OAX_anarcho_liberal;Radical Party;;;;;;;;;;;;;
OAX_socialist;Socialist Party;;;;;;;;;;;;;
OAX_communist;Communist Party;;;;;;;;;;;;;
OAX_fascist;Fascist Party;;;;;;;;;;;;;
OCC;Occitania;Occitanie;Occitania;;Occitania;;;;;;;;;
OCC_ADJ;Occitan;Occitain;Occitanisch;;Occitano;;;;;;;;;
OCC_reactionary;Partit Reiau-Alo;Partit Reiau-Alo;Partit Reiau-Alo;;Partit Reiau-Alo;;;;;;;;;
OCC_liberal;Partit de lo Nacioun Óucitano;Partit de lo Nacioun Óucitano;Partit de lo Nacioun Óucitano;;;;;;;;;;;
OCC_conservative;Partit Counservadouro;Partit Counservadouro;Partit Counservadouro;;Partit Counservadouro;;;;;;;;;
OCC_socialist;Partit Soucialisto;Partit Soucialisto;Partit Soucialisto;;Partit Soucialisto;;;;;;;;;
OCC_anarcho_liberal;Partit Anarquisto;Partit Anarquisto;Partit Anarquisto;;Partit Anarquisto;;;;;;;;;
OCC_communist;Partit Comunisto;Partit Comunisto;Partit Comunisto;;Partit Comunisto;;;;;;;;;
OCC_fascist;Partit Faissisto;Partit Faissisto;Partit Faissisto;;Partit Faissisto;;;;;;;;;
PAR_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
PAR_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;
PAR_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;
PAR_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;
PAR_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;
PAR_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;
PAR_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
PAR_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;
PAR_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
PLS;Palestine;;;;;;;;;;;;;
PLS_ADJ;Palestinian;;;;;;;;;;;;;
PLS_reactionary;Al Raj'i;;;;;;;;;;;;;
PLS_conservative;Al Muhafidh;;;;;;;;;;;;;
PLS_liberal;Al Mutaharir;;;;;;;;;;;;;
PLS_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
PLS_socialist;Al Ishtiraki;;;;;;;;;;;;;
PLS_communist;Al Shiu'i;;;;;;;;;;;;;
PLS_fascist;Al Fashi;;;;;;;;;;;;;
PLU;Palau;Palau;Palau;;;;;;;;;;;
PLU_ADJ;Palauan;Palauan;Palauan;;;;;;;;;;;
PAN_absolute_monarchy;Sikh Empire;;;;;;;;;;;;;
PAN_prussian_constitutionalism;Sikh Empire;;;;;;;;;;;;;
PAN_absolute_monarchy_ADJ;Sikh;;;;;;;;;;;;;
PAN_prussian_constitutionalism_ADJ;Sikh;;;;;;;;;;;;;
PAN_fascist_dictatorship;Khalistan;;;;;;;;;;;;;
PAN_fascist_dictatorship_ADJ;Khalistani;;;;;;;;;;;;;
PHL;Philippines;Philippines;Philippinen;;;;;;;;;;;
PHL_ADJ;Philippine;Philippine;Philippinisch;;;;;;;;;;;
PHL_reactionary;Partido Tradicionalista;Partido Tradicionalista;Partido Tradicionalista;;;;;;;;;;;
PHL_socialist;Partido Demokratiko;Partido Demokratiko;Partido Demokratiko;;;;;;;;;;;
PHL_communist;Partido Komunista;Partido Komunista;Partido Komunista;;;;;;;;;;;
PHL_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
PHL_anarcho_liberal;Partido Libertad;Partido Libertad;Partido Libertad;;;;;;;;;;;
PHL_conservative;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;
PHL_fascist;Partido Fascista;Partido Fascista;Partido Fascista;;;;;;;;;;;
PLC;Polish-Lithuanian Commonwealth;;;;;;;;;;;;;
PLC_ADJ;Polish-Lithuanian;;;;;;;;;;;;;
PLC_proletarian_dictatorship;Polish-Lithuanian Republic;;;;;;;;;;;;;
PLC_fascist_dictatorship;Polish-Lithuanian Republic;;;;;;;;;;;;;
PLC_presidential_dictatorship;Polish-Lithuanian Republic;;;;;;;;;;;;;
PLC_democracy;Poland-Lithuania;;;;;;;;;;;;;
PML;Pomerelia;;;;;;;;;;;;;
PML_ADJ;Pomerelian;;;;;;;;;;;;;
PNP;Pohnpei;Pohnpei;Pohnpei;;;;;;;;;;;
PNP_ADJ;Pohnpeian;Pohnpeian;Pohnpeian;;;;;;;;;;;
PNJ;Panjab;Pendjab;Pandschab;;Punjab;;;;;;;;;
PNJ_ADJ;Panjabi;Penjabi;Pundschabisch;;;;;;;;;;;
PNJ_conservative;Royal Faction;Faction royale;Königsfraktion;;;;;;;;;;;
PNJ_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
PNJ_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
PNJ_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
PNJ_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
PNJ_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
PNJ_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
PNJ_absolute_monarchy;Sikh Empire;;;;;;;;;;;;;
PNJ_prussian_constitutionalism;Sikh Empire;;;;;;;;;;;;;
PNJ_absolute_monarchy_ADJ;Sikh;;;;;;;;;;;;;
PNJ_prussian_constitutionalism_ADJ;Sikh;;;;;;;;;;;;;
PNJ_fascist_dictatorship;Khalistan;;;;;;;;;;;;;
PNJ_fascist_dictatorship_ADJ;Khalistani;;;;;;;;;;;;;
PNT;Pontus;;;;;;;;;;;;;
PNT_ADJ;Pontic;;;;;;;;;;;;;
PRI;Puerto Rico;Puerto Rico;Puerto Rico;;Puerto Rico;;;;;;;;;
PRI_ADJ;Puerto Rican;Puerto Ricain;?;;?;;;;;;;;;
PRI_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
PRI_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
PRI_conservative;Partido Estadista Republicano;Partido Estadista Republicano;Partido Estadista Republicano;;;;;;;;;;;
PRI_anarcho_liberal;Partido Anarchista;Partido Anarchista;Partido Anarchista;;;;;;;;;;;
PRI_communist;Partido Comunista;Partido Comunista;Partido Comunista;;;;;;;;;;;
PRI_fascist;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;
PRI_reactionary;Unión Republicana;Unión Republicana;Unión Republicana;;;;;;;;;;;
PTG;Patagonia;;;;;;;;;;;;;
PTG_ADJ;Patagonian;;;;;;;;;;;;;
PTG_conservative;Royal Faction;;;;;;;;;;;;;
PTG_liberal;The Liberal Faction;;;;;;;;;;;;;
PTG_reactionary;The Nationalist Faction;;;;;;;;;;;;;
PTG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
PTG_socialist;The Socialist Faction;;;;;;;;;;;;;
PTG_communist;The Communist Faction;;;;;;;;;;;;;
PTG_fascist;The Fascist Faction;;;;;;;;;;;;;
PZN;Poznan;Poznan;Poznan;;Poznan;;;;;;;;;
PZN_ADJ;Poznan;Poznan;Poznan;;Poznan;;;;;;;;;
QLD;Queensland;Queensland;Queensland;;;;;;;;;;;
QLD_ADJ;Queenslander;Queenslander;Queenslander;;;;;;;;;;;
QLD_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
QLD_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
QLD_conservative_2;United Party;United Party;United Party;;;;;;;;;;;
QLD_conservative_3;Country & Progressive National Party;Country & Progressive National Party;Country & Progressive National Party;;;;;;;;;;;
QLD_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
QLD_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
QLD_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
QLD_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
QLD_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
QLD_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
QLD_reactionary_2;Queensland Farmers Union;Queensland Farmers Union;Queensland Farmers Union;;;;;;;;;;;
QLD_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;
QLD_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
QLD_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
QNG;Qing;;;;;;;;;;;;;
QNG_ADJ;Qing;;;;;;;;;;;;;
QNG_absolute_monarchy;The Qing Empire;;;;;;;;;;;;;
QNG_prussian_constitutionalism;The Qing Empire;;;;;;;;;;;;;
QNG_hms_government;The Qing Empire;;;;;;;;;;;;;
RAJ;Rajputana;;;;;;;;;;;;;
RAJ_ADJ;Rajput;;;;;;;;;;;;;
RAJ_democracy;Rajasthan;;;;;;;;;;;;;
RAJ_democracy_ADJ;Rajasthani;;;;;;;;;;;;;
RAJ_proletarian_dictatorship;Rajasthan;;;;;;;;;;;;;
RAJ_proletarian_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;;
RAJ_fascist_dictatorship;Rajasthan;;;;;;;;;;;;;
RAJ_fascist_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;;
RAJ_bourgeois_dictatorship;Rajasthan;;;;;;;;;;;;;
RAJ_bourgeois_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;;
RGR;Rio Grande;;;;;;;;;;;;;
RGR_fascist_dictatorship;Rio Bravo;;;;;;;;;;;;;
RGR_ADJ;Riograndese;;;;;;;;;;;;;
RGR_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
RGR_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
RGR_anarcho_liberal;Partido Federalista;Partido Federalista;Partido Federalista;;;;;;;;;;;
RGR_conservative_2;Partido Moderado Liberal;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;
RGR_liberal_2;Partido Radical Liberal;Partido Radical Liberal;Partido Radical Liberal;;;;;;;;;;;
RGR_liberal_3;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
RGR_conservative_3;Partido Constitucionalista;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;
RGR_liberal_4;Partido Antireelecionista;Partido Antireelecionista;Partido Antireelecionista;;;;;;;;;;;
RGR_reactionary;Partido Imperialista;Partido Imperialista;Partido Imperialista;;;;;;;;;;;
RGR_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
RGR_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
RGR_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
RGS;Rio Grande do Sul;;;;;;;;;;;;;
RGS_ADJ;Riograndense;;;;;;;;;;;;;
RGS_conservative;Partido Republicano;;;;;;;;;;;;;
RGS_liberal;Partido Federalista;;;;;;;;;;;;;
RGS_socialist;Colorados;;;;;;;;;;;;;
RGS_communist;Partido Popular;;;;;;;;;;;;;
RGS_reactionary;Partido Gaucho;;;;;;;;;;;;;
RGS_anarcho_liberal;Partido Libertador;;;;;;;;;;;;;
RGS_fascist;Partido dos Pampas;;;;;;;;;;;;;
RHI;Rhineland;Rhénanie;Rheinland;;Rhineland;;;;;;;;;
RHI_ADJ;Rhinelander;Rhénan;Rheinlander;;Rhinelander;;;;;;;;;
RHI_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;
RHI_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;
RHI_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;
RHI_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;
RHI_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;
RHI_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;
RHI_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;
RHI_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;
RHI_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;;;;;;;;;;
RHI_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;
RHI_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;
RHI_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;
RHI_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;
RMG;Romagna;;;;;;;;;;;;;
RMG_ADJ;Romagnan;;;;;;;;;;;;;
RPL;Assiniboia;;;;;;;;;;;;;
RPL_ADJ;Assiniboian;;;;;;;;;;;;;
RPL_hms_government;Rupert's Land;;;;;;;;;;;;;
RPL_hms_government_ADJ;Northwestern;;;;;;;;;;;;;
RUT_proletarian_dictatorship;West Ukrainian People's Republic;;;;;;;;;;;;;
RUT_proletarian_dictatorship_ADJ;West Ukrainian;;;;;;;;;;;;;
RUT_democracy;West Ukraine;;;;;;;;;;;;;
RUT_democracy_ADJ;West Ukrainian;;;;;;;;;;;;;
RUT_presidential_dictatorship;West Ukraine;;;;;;;;;;;;;
RUT_presidential_dictatorship_ADJ;West Ukrainian;;;;;;;;;;;;;
RYU;Ryukyu;;;;;;;;;;;;;
RYU_ADJ;Ryukyuan;;;;;;;;;;;;;
RYU_conservative;National Party;;;;;;;;;;;;;
RYU_liberal;Liberal Party;;;;;;;;;;;;;
RYU_reactionary;Monarchist Party;;;;;;;;;;;;;
RYU_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
RYU_socialist;Social-Democratic Pary;;;;;;;;;;;;;
RYU_communist;United Workers Party;;;;;;;;;;;;;
RYU_fascist;National-Socialist Party;;;;;;;;;;;;;
SAA;Saarland;Sarre;Saarland;;Saarland;;;;;;;;;
SAA_ADJ;Saarlander;Sarrois;Saarlander;;Saarlander;;;;;;;;;
SAA_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;
SAA_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;
SAA_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;
SAA_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;
SAA_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;
SAA_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;;;;;;;;;;
SAA_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;
