Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC66610;With a devestating civil war raging in the British colony of Australia so near to our colonial empire, now seems like a prime opportunity to extend our holdings by taking advantage of the chaos and declaring war on Australia. Doing so, however, will surely anger the British.;;;;;;;;;;;;;
EVTOPTA66610;Strike while the iron is hot!;;;;;;;;;;;;;
EVTOPTB66610;We have no right to those lands.;;;;;;;;;;;;;
EVTNAME66611;A Prime Opportunity;;;;;;;;;;;;;
EVTDESC66611;With a devestating civil war raging in the British colony of Australia so near to our colonial empire, now seems like a prime opportunity to extend our holdings by taking advantage of the chaos and declaring war on Australia. Doing so, however, will surely anger the British.;;;;;;;;;;;;;
EVTOPTA66611;Strike while the iron is hot!;;;;;;;;;;;;;
EVTOPTB66611;We have no right to those lands.;;;;;;;;;;;;;
EVTNAME66612;Anti-War Riots;;;;;;;;;;;;;
EVTDESC66612;Our armed intervention in the Australian colonial conflict has, as feared, incited massive amounts of opposition from the hidden monarchists in our nation. While we knew there were many, the amount of the opposition to our republic has been shocking and disorienting to our supporters, and has energized the opposition. Further, there are many who now fear that the British Empire will take up arms now that we have.;;;;;;;;;;;;;
EVTOPTA66612;This is greatly disturbing.;;;;;;;;;;;;;
EVTNAME66613;Union Intervention;;;;;;;;;;;;;
EVTDESC66613;The British Union has today attempted to usurp our position in Australia by actively intervening in the conflict there. While opinion in our nation was tenuous, with many secret republicans opposing us, this shocking attack on our bretheren down under has produced strong support in our nation for actively intervening ourselves to stop the Union from seizing what is ours.;;;;;;;;;;;;;
EVTOPTA66613;Down with the usurpers!;;;;;;;;;;;;;
EVTOPTB66613;It's not worth going to war over.;;;;;;;;;;;;;
EVTNAME66614;Anti-War Riots;;;;;;;;;;;;;
EVTDESC66614;Our armed intervention in the Australian colonial conflict has, as feared, incited massive amounts of opposition from the hidden supporters of the Union in our nation. While we knew there were many, the amount of the opposition to the monachy has been shocking and disorienting to our supporters, and has energized the opposition. Further, there are many who now fear that the British Union will take up arms now that we have.;;;;;;;;;;;;;
EVTOPTA66614;This is greatly disturbing.;;;;;;;;;;;;;
EVTNAME66615;Imperial Intervention;;;;;;;;;;;;;
EVTDESC66615;The House of Hanover has today attempted to crush the opposition to its rule in Australia by actively intervening in the conflict there. While opinion in our nation was tenuous, with many secret monarchists opposing us, this schocking attack on our bretheren down under has produced strong support in our nation for actively intervening ourselves to stop the Empire from stopping the efforts of the valiant Australia freedom fighters.;;;;;;;;;;;;;
EVTOPTA66615;Down with Alexandrina Victoria!;;;;;;;;;;;;;
EVTOPTB66615;It's not worth going to war over.;;;;;;;;;;;;;
EVTNAME66625;The Final Battle;;;;;;;;;;;;;
EVTDESC66625;In a dastardly move, the legions of treasonous supporters of the British Union have risen up today and seized control of many of our grandest cities, including the capital. At the same time, we have been informed that the Union has declared war on us with the express purpose of reuniting the British peoples under one government. We are at a grave disadvantage, but if we wish to survive against these foul republicans, we must fight against them with all our might. The war will not end until War Exhaustion for one side reaches 100 or until the other side is completely conquered.;;;;;;;;;;;;;
EVTOPTA66625;God save the Queen!;;;;;;;;;;;;;
EVTNAME66626;The Final Battle;;;;;;;;;;;;;
EVTDESC66626;In a dastardly move, the legions of treasonous supporters of the British Empire have risen up today and seized control of many of our grandest cities, including the capital. At the same time, we have been informed that the Empire has declared war on us with the express purpose of reuniting the British peoples under one government. We are at a grave disadvantage, but if we wish to survive against these foul republicans, we must fight against them with all our might. The war will not end until War Exhaustion for one side reaches 100 or until the other side is completely conquered.;;;;;;;;;;;;;
EVTOPTA66626;Long live the Union!;;;;;;;;;;;;;
EVTNAME66630;The Union Victory;;;;;;;;;;;;;
EVTDESC66630;After such a long period of division, today the British people are finally reunified under the principles of democracy and republicanism. Our armies occupy the cities of the former British Empire, and from York to Calcutta to Capetown, throngs of cheering Anglo-Saxons line the streets to celebrate our victory. The British royal family has been hung along with their supporters, and those on the other side who aided us in our fight have been rewarded. There is much to do in the coming days, but today is a day of celebration for all Britons.;;;;;;;;;;;;;
EVTOPTA66630;Long live the Union!;;;;;;;;;;;;;
EVTNAME66631;The Imperial Victory;;;;;;;;;;;;;
EVTDESC66631;After such a long period of division, today the British people are finally reunified under the House of Hanover. Our armies occupy the cities of our homeland, and from London to Glasgow, throngs of cheering Anglo-Saxons line the streets to celebrate our victory. The republican usurpers have hung along with their supporters, and those on the other side who aided us in our fight have been rewarded. There is much to do in the coming days, but today is a day of celebration for all Britons.;;;;;;;;;;;;;
EVTOPTA66631;God save the Queen!;;;;;;;;;;;;;
EVTNAME600038;The Second Peninsular War;;;;;;;;;;;;;
EVTDESC600038;Spain has once again rebelled against us. In the first Peninsular war, we won due to having a united population. But now with our civil war with the rebels in France, we are not sure that we can fight another costly war against another large country.;;;;;;;;;;;;;
EVTOPTA600038;This will be like the previous war.;;;;;;;;;;;;;
EVTOPTB600038;Maybe we should just let them be.;;;;;;;;;;;;;
EVTNAME99033;Land of Liberty;;;;;;;;;;;;;
EVTDESC99033;Many have come into South Africa looking for opportunities or a new life.;;;;;;;;;;;;;
EVT99033OPTA;We Welcome Those Who Come;;;;;;;;;;;;;
EVTNAME121220;The Legacy of 1812;;;;;;;;;;;;;
EVTDESC121220;The War of 1812 shattered the fledgling United States of America. In the year 1816, British troops marched through the streets of American cities as the USA lost battle after battle with them. At the Hartford Convention that year, the Federalist-supporting, anti-war states of the North voted to expel the Southern and Western states from the Union and make peace with the British. Though the South fought to keep the Union whole, with both the British and their Northern brothers to contend with, their efforts failed. Since then, the USA continues to exist in the North, while the remaining states, under the control of the powerful Southern landowners, abandoned the Constitution and re-adopted the Articles of Confederation, granting state and local governments far more power. Yet many in both nations hope that one day, the Union will be whole once more. With the issue of slavery, firmly supported in the CSA and completely opposed in the USA, rising to prominence recently, many see the increasing divide between the two nations as proof of a coming new war.,;;;;;;;;;;;;;
EVTOPTA121220;Death to the traitors!;;;;;;;;;;;;;
EVTNAME121225;The Commonwealth's Place in the World;;;;;;;;;;;;;
EVTDESC121225;After decades of humilation by Austria, Russia, and Prussia, the Polish-Lithuanian Commonwealth was restored with the help of the French in the first two decades of the 19th century. The Duchy of Warsaw, created from Prussian and Austrian territory stolen from Poland, was created after the War of the Third Coalition. After Russia's defeat in the Second Polish War in 1813, additional territory was added and the Polish-Lithuanian Commonwealth was declared to be reborn with Prince J?ef Poniatowski taking the name Stanislaw III, becoming King. But the War of the Sixth Coalition showed the reborn nation's precarious position. The old alliance with France has faded as a result of the peace, and the Kingdom is surrounded by unfriendly states. We must choose who will be our partner in foreign policy if we are to survive.;;;;;;;;;;;;;
EVTOPTA121225;Re-kindle the alliance with France.;;;;;;;;;;;;;
EVTOPTB121225;Austria was a former ally.;;;;;;;;;;;;;
EVTOPTC121225;Prussia has the military ability.;;;;;;;;;;;;;
EVTOPTD121225;The Russian Empire is our largest border.;;;;;;;;;;;;;
EVTOPTE121225;Poland-Lithuania can stand on its own!;;;;;;;;;;;;;
EVTNAME121226;A New Polish Alliance?;;;;;;;;;;;;;
EVTDESC121226;The Polish-Lithuanian Commonwealth has sent a delegation to us asking for a return to the policies of alliance between France and Poland that existed under Napoleon I. We abandoned this after the War of the Sixth Coalition, but we could recreate it at the cost of relations with Central and Eastern states.;;;;;;;;;;;;;
EVTOPTA121226;The French and the Poles are natural allies!;;;;;;;;;;;;;
EVTOPTB121226;The last thing we want is entanglements in East Europe.;;;;;;;;;;;;;
EVTNAME121227;The $FROMCOUNTRY_ADJ$-Polish Alliance;;;;;;;;;;;;;
EVTDESC121227;A delegation from the Polish-Lithuanian Commonwealth requesting for an alliance between our nations. While this would benefit both countries, Poland-Lithuania would benefit more. Some think a counter-offer should be made to balance the benefits. This counter-offer would entail a concession reminiscent of the spoils gained in the earlier Polish-Lithuanian partitions.;;;;;;;;;;;;;
EVTOPTA121227;No land is necessary.;;;;;;;;;;;;;
EVTOPTB121227;Send the counter-offer.;;;;;;;;;;;;;
EVTOPTC121227;Decline the offer.;;;;;;;;;;;;;
EVTNAME121230;The $FROMCOUNTRY_ADJ$-Polish Summit - Success;;;;;;;;;;;;;
EVTDESC121230;Our diplomacy has proven a great success. We have forged an alliance that will, God willing, last many years.;;;;;;;;;;;;;
EVTOPTA121230;Poland-Lithuania will prevail!;;;;;;;;;;;;;
EVTNAME121231;The $FROMCOUNTRY_ADJ$-Polish Summit - Failure;;;;;;;;;;;;;
EVTDESC121231;Polish-Lithuanian diplomacy has proven a failure. The delegation sent failed in their job to secure an alliance and as a consequence, made the nations surrounding Poland-Lithuania more ambivalent.;;;;;;;;;;;;;
EVTOPTA121231;A dark cloud looms.;;;;;;;;;;;;;
EVTNAME121232;$FROMCOUNTRY$'s Terms;;;;;;;;;;;;;
EVTDESC121232;$FROMCOUNTRY$ has proved willing to consider an alliance, but only if we agree to a territorial cession of the Galicia-Lodomeria region;;;;;;;;;;;;;
EVTOPTA121232;Accept the counter-offer.;;;;;;;;;;;;;
EVTOPTB121232;No alliance is worth Polish-Lithuanian land!;;;;;;;;;;;;;
EVTDESC121233;$FROMCOUNTRY$ has proved willing to consider an alliance, but only if we agree to a territorial cession of the Torun province and Poznan region.;;;;;;;;;;;;;
EVTDESC121234;$FROMCOUNTRY$ has proved willing to consider an alliance, but only if we agree to a territorial cession of the lands in the Minsk area.;;;;;;;;;;;;;
EVTNAME121262;Believers and Pagans;;;;;;;;;;;;;
EVTDESC121262;A recent policy enacted by the British Empire allows for unlimited missionary operations within our borders. While this may be good for the souls of our wards, Hindu and Muslim intellectuals alike are both furiously protesting against the agressive tactics of the missionaries. Some are even beginning to call for a holy war to drive out Christians from India.;;;;;;;;;;;;;
EVTOPTA121262;Can't we all just get along?;;;;;;;;;;;;;
EVTNAME121263;West in the East;;;;;;;;;;;;;
EVTDESC121263;In order to maximize profit, we have adopted policies of railroad building, increased taxation, large-scale farming, and the beginnings of industrialization in India. While all of these policies have aided the economic growth of our dominion, many of the natives are growing angry at their destabilizing force.;;;;;;;;;;;;;
EVTOPTA121263;You can't fight progress.;;;;;;;;;;;;;
EVTNAME121264;Whites and Browns;;;;;;;;;;;;;
EVTDESC121264;For most of the 18th century, the East India Company was relatively tolerant when it came to race. We allowed Indians to breed with our soldiers and for most of them to hold moderately high military and political offices. However, a new wave of white supremacy has taken hold of many within our government. Indians now find the way to higher positions barred, and are forced to serve in lowly ranks for little pay. This has been especially prevalent in the military, where many of the Indian troops are complaining of their unfair treatment. Some have even been arrested for making threatening statements towards their white officers.;;;;;;;;;;;;;
EVTOPTA121264;Ominous...;;;;;;;;;;;;;
EVTNAME121265;The Indian Mutiny;;;;;;;;;;;;;
EVTDESC121265;Horrible news has reached us from the borders of our dominion. The dissatisfaction with our rule amongst the Bengali people has come to a head, and soldiers have begun mutinying en masse, massacring their officers and any Christians they can get find. Religious leaders are calling for holy war to drive us out of India and into the sea, and a groups of Hindu princes have announced their intentions to reclaim Bengal for Indian rulers. We must be prepared to fight to the deaths to save our position!;;;;;;;;;;;;;
EVTOPTA121265;Slaughter every last one of them!;;;;;;;;;;;;;
EVTNAME121267;The Indian Mutiny;;;;;;;;;;;;;
EVTDESC121267;News has reached us from the lands of the East Indian Company of a vast mutiny of their colonial troops. White men, women, and children are being massacred, and native rulers have announced their intentions to drive the British out of India entirely. Because the Company simply cannout deal with the situation on their own, many believe we should formally announced the end of the East India Company and the incorporation of their lands directly into the British Empire.;;;;;;;;;;;;;
EVTOPTA121267;We must act quickly to save British India!;;;;;;;;;;;;;
EVTOPTB121267;Who cares about India?;;;;;;;;;;;;;
EVTNAME121268;The East Indian Mutiny;;;;;;;;;;;;;
EVTDESC121268;The fools in the East India Company have announced today their intention to leave the British Empire and establish a seperate state. Letting them go cause a serious loss of revenue, but many fear that we might not be able to win a war against them.;;;;;;;;;;;;;
EVTOPTA121268;Keep them in the Empire at all costs!;;;;;;;;;;;;;
EVTOPTB121268;Oh, who cares?;;;;;;;;;;;;;
EVTNAME121269;Reforming the Government;;;;;;;;;;;;;
EVTDESC121269;Now that we are an independent nation, we must decide on the form of the government. Some argue that we should stick with the Company oligarchy running the nation, saying that it has more than proved its worth. Others argue that we should set up a liberal republic with the goal of educating the natives and bringing them into the government. Some radicals have even proposed establishing a monarchy under the President of the Company, arguing that oriental despotism is the only form of government that can work in the East.;;;;;;;;;;;;;
EVTOPTA121269;Monarchy!;;;;;;;;;;;;;
EVTOPTB121269;Republic!;;;;;;;;;;;;;
EVTOPTC121269;The system is fine as it is, thanks.;;;;;;;;;;;;;
EVTNAME121270;Reforming the Government;;;;;;;;;;;;;
EVTDESC121270;The form of the government is settled, but who should run it? The more conservative members of the cabinet argue that the natives must not be allowed a part in ruling at this time due to their uneducated state. The liberals, however, argue that Bengalis should be allowed to hold lower offices in the state.;;;;;;;;;;;;;
EVTOPTA121270;We're going native!;;;;;;;;;;;;;
EVTOPTB121270;Indians must be allowed to have a hand in ruling.;;;;;;;;;;;;;
EVTOPTC121270;Cultural Marxism? In MY government?;;;;;;;;;;;;;
EVTNAME121271;Treasures of the West;;;;;;;;;;;;;
EVTDESC121271;Industrial and military technology continue to flow into our nation from the West. Of course, along with these marvelous inventions come dangerous ideas that are influencing the minds of our people...;;;;;;;;;;;;;
EVTOPTA121271;Is that a steam-powered blowgun over there?;;;;;;;;;;;;;
EVTNAME121274;Bahadur Shah II;;;;;;;;;;;;;
EVTDESC121274;The Mughal Emperor, Akbar Shah II, has passed away today. Though he preferred his son Mirza Jahangir to be his successor, the untimely death, rumored to be a poisoning, of this prince has led to the succession of the youngest son, Zafar, who has taken the name Bahdur Shah II. An athlete and a poet, the new Emperor is known for his extreme toleration of both Hindus and Muslims and his desire to preserve the throne of the Mughals at all costs.;;;;;;;;;;;;;
EVTOPTA121274;A promising leader.;;;;;;;;;;;;;
EVTNAME121275;The Mystery of the Missing Mughals;;;;;;;;;;;;;
EVTDESC121275;Since the early 1830s, we have had ambassadors stationed in the central states of Bhopal and Indore to ensure our interests in the region are protected. However, we have heard reports that these ambassadors have been accosted and kidnapped by thugs hird by Hyderabad. Apparently, the Hyderabadis are attempting to launch a coup and puppet both of these states.;;;;;;;;;;;;;
EVTOPTA121275;To war!;;;;;;;;;;;;;
EVTOPTB121275;Back down!;;;;;;;;;;;;;
EVTNAME121276;The Mughal-Hyderabadi War;;;;;;;;;;;;;
EVTDESC121276;A large war has erupted between the two greatest powers of India over a simple kidnapping. The only problem for us is that we're between both countries and we're pressured to pick a side or get invaded.;;;;;;;;;;;;;
EVTOPTA121276;We support the Mughals!;;;;;;;;;;;;;
EVTOPTB121276;Hyderabad is our friend!;;;;;;;;;;;;;
EVTOPTC121276;Maybe nothing will happen if we're neutral.;;;;;;;;;;;;;
EVTNAME121277;Reforming the Government;;;;;;;;;;;;;
EVTDESC121277;Now that we are an independent nation, we must decide on the form of the government. Some argue that we should stick with the Company oligarchy running the nation, saying that it has more than proved its worth. Others argue that we should set up a liberal republic with the goal of educating the natives and bringing them into the government. Some radicals have even proposed establishing a monarchy under the President of the Company, arguing that only a stable system based on British traditions can secure our nation's place in the world.;;;;;;;;;;;;;
EVTNAME121278;The Pan-Indian Congress;;;;;;;;;;;;;
EVTDESC121278;On the urging of the strongest Indian state, it has been decided that a Congress of all the Indian nations should meet soon for the purpose of creating a closer political union to protect our lands from threats within and without. If we wish to hear exactly what will be discussed and influence the decision, we should send a delegate to the Congress.;;;;;;;;;;;;;
EVTOPTA121278;Pack your bags!;;;;;;;;;;;;;
EVTOPTB121278;Sounds like a waste of time.;;;;;;;;;;;;;
EVTNAME121279;An Indian Confederation?;;;;;;;;;;;;;
EVTDESC121279;The delegates have all arrived, and the discussion of India's future has begun. Two major views have quickly emerged as the possibilities for India. One is a more tame idea that the Indian states should merely promise to seek better relations and mutual protection in the future, an unenforcable idea. The other is that all of the states should unite under an Indian confederation led by the caller of the Congress. Though each state will retain its own autonomy in this arrangement, there will be a common foreign policy enforced as a result.;;;;;;;;;;;;;
EVTOPTA121279;We vote for Confederation!;;;;;;;;;;;;;
EVTOPTB121279;The system as it works now is fine.;;;;;;;;;;;;;
EVTNAME121280;The Birth of a Confederation;;;;;;;;;;;;;
EVTDESC121280;A majority of the Indian States have agreed that an Indian Confederation is the best means of ensuring stability and security on the subcontinent. As such, nearly all of the states are surrendering their sovereignty to us, and any that don't are rightly seen as legitimate targets of war to bring them into the new state. For the first time in a millenium, India is (somewhat) united under one master.;;;;;;;;;;;;;
EVTOPTA121280;It shall never be divided.;;;;;;;;;;;;;
EVTNAME121281;The Birth of a Confederation;;;;;;;;;;;;;
EVTDESC121281;A majority of the Indian States have agreed that an Indian Confederation is the best means of ensuring stability and security on the subcontinent. As such, nearly all of the states are surrendering their sovereignty to the pre-eminent power. Though we could resist and refuse to join, there is a good chance that the new Indian Confederation would seek to bring us into the union by force.;;;;;;;;;;;;;
EVTOPTA121281;We'll join... for now.;;;;;;;;;;;;;
EVTOPTB121281;We want no part of this!;;;;;;;;;;;;;
EVTNAME121282;Leaving the Confederation;;;;;;;;;;;;;
EVTDESC121282;Though we willingly joined the Indian Confederation, our nation has recently undergone severe changes, and as such, has decided to leave.;;;;;;;;;;;;;
EVTOPTA121282;Good riddance!;;;;;;;;;;;;;
EVTNAME121283;Leaving the Confederation;;;;;;;;;;;;;
EVTDESC121283;Though it willingly joined the Indian Confederation, one of the member states has recently declared its independence and left the union. This has produced a political crisis over the matter of whether a state of the Confederation should have the right to leave the Union. As such, we have two options. The first is to decide that no one may leave. If we do this, we will announce a new doctrine of Federation for the Union in which the autonomous states will be forcibly incorporated directly into the administrative structure, forming a federation. We would also declare war on the trespassing state. Otherwise, we could let the nation go and keep trying to preserve the current system.;;;;;;;;;;;;;
EVTOPTA121283;No one may leave! Federation forever!;;;;;;;;;;;;;
EVTOPTB121283;Every state has a right to leave.;;;;;;;;;;;;;
EVTNAME121284;The Doctrine of Federation;;;;;;;;;;;;;
EVTDESC121284;A new political system has been announced for India. Under this system, we will lose out autonomy and be directly incorporated into the Indian political structure. If we refuse to accept this, we will have to fight for our independence.;;;;;;;;;;;;;
EVTOPTA121284;Just give in.;;;;;;;;;;;;;
EVTOPTB121284;We will never accept this! To war!;;;;;;;;;;;;;
EVTNAME121285;The Treaty of Vancouver;;;;;;;;;;;;;
EVTDESC121285;Surprising the entire world, we have successfully defied the British Empire and defeated them in war. Representatives from the Empire have met our ministers at the city of Vancouver, and the resulting Treaty of Vancouver recognizes us as an independent nation. Today begins the glorious future of the Hudson's Bay Nation!;;;;;;;;;;;;;
EVTOPTA121285;Our nation will shine like the sun!;;;;;;;;;;;;;
EVTNAME121286;The Loss of Norway;;;;;;;;;;;;;
EVTDESC121286;Now that we have lost all of the provinces of Norway, we are faced with a difficult choice. The more peace-minded ministers in the government argue that we should drop all claims to Norway and be content with owning Denmark, while the more conservative members insist we must not drop our claims.;;;;;;;;;;;;;
EVTOPTA121286;Denmark is enough for us.;;;;;;;;;;;;;
EVTOPTB121286;We will regain Norway!;;;;;;;;;;;;;
EVTNAME121287;The Loss of Lithuania;;;;;;;;;;;;;
EVTDESC121287;Now that we have lost all of the provinces of Lithuania, we are faced with a difficult choice. The more peace-minded ministers in the government argue that we should drop all claims to the Grand Duchy and be content with owning Poland, while the more conservative members insist we must not drop our claims.;;;;;;;;;;;;;
EVTOPTA121287;Poland is enough for us.;;;;;;;;;;;;;
EVTOPTB121287;We will regain Lithuania!;;;;;;;;;;;;;
EVTNAME121288;The Alaskan Purchase;;;;;;;;;;;;;
EVTDESC121288;Our colony in Alaska has never been anything more than a few stations for fur trappers. At best, it has made minor profits for us every few years or so. Today the Hudson's Bay Company has approached us and asked us to give it to them in exchange for 72,000 pounds. Shall we accept?;;;;;;;;;;;;;
EVTOPTA121288;Alaska has been a burden.;;;;;;;;;;;;;
EVTOPTB121288;It could still be of some use.;;;;;;;;;;;;;
EVTNAME121289;The Russian Refusal;;;;;;;;;;;;;
EVTDESC121289;The Russians have refused to sell Alaska to us. What should our next move be?;;;;;;;;;;;;;
EVTOPTA121289;It didn't mean much anyway.;;;;;;;;;;;;;
EVTOPTB121289;We'll seize it by force instead!;;;;;;;;;;;;;
EVTNAME121290;Protecting Our Little Brothers;;;;;;;;;;;;;
EVTDESC121290;A minor power that we are on extremely good terms with has let us know that they would welcome being included in our sphere of interest. Shall we accept this proposal?;;;;;;;;;;;;;
EVTOPTA121290;Yes!;;;;;;;;;;;;;
EVTOPTB121290;No!;;;;;;;;;;;;;
EVTNAME121291;In the Excrement;;;;;;;;;;;;;
EVTDESC121291;The war in Bengal is not going well. Though our troops seem invincible compared to those of the natives, the guerilla tactics of our foes are rapidly draining both troop and civilian morale. One has only to pick up a newspaper to read of soldiers whose nightmares are haunted by "Benny" hiding in the jungles of India. Shall we bring this war to an end, or shall we fight on?;;;;;;;;;;;;;
EVTOPTA121291;What a mess.;;;;;;;;;;;;;
EVTOPTB121291;We shall never surrender!;;;;;;;;;;;;;
EVTNAME121305;Danzig Occupied;;;;;;;;;;;;;
EVTDESC121305;The Kingdom of Prussia has announced the annexation of the Free City of Danzig. Though they have been in charge of administering the city since the Congress of Dresden, this move is still in clear violation of the Congress's terms. Many of the mor influential Poles within the city are crying out for us to stop Prussia, but at this point, the only thing that would work is force of arms.;;;;;;;;;;;;;
EVTOPTA121305;We can do nothing.;;;;;;;;;;;;;
EVTOPTB121305;We must act to save our bretheren from the Prussian boot!;;;;;;;;;;;;;
EVTNAME121306;Danzig Under Prussian Rule;;;;;;;;;;;;;
EVTDESC121306;The occupation of Danzig went smoothly, with only the Poles making a few feeble protests. Our troops are being cheered by the German citizens of the city as they march through the streets. Danzig is once more part of Prussia!;;;;;;;;;;;;;
EVTOPTA121306;This time, forever!;;;;;;;;;;;;;
EVTNAME121307;A Prussian Pomerania?;;;;;;;;;;;;;
EVTDESC121307;Prussia has always desired Swedish Pomerania, and the recent rise of German nationalism has made the Kingdom of Sweden realize just how likely it is that they will lose this province in a war if they do not get rid of it peacefully. As such, they have today offered it to us in exchange for monetary compensation.;;;;;;;;;;;;;
EVTOPTA121307;What a deal!;;;;;;;;;;;;;
EVTOPTB121307;That land is worthless.;;;;;;;;;;;;;
EVTNAME121308;Prussia Accepts;;;;;;;;;;;;;
EVTDESC121308;Prussia has accepted our offer. Our troops are withdrawing from Pomerania after an elaborate ceremony in which the Swedish flag was lowered and the Prussian one was raised.;;;;;;;;;;;;;
EVTOPTA121308;Good riddance!;;;;;;;;;;;;;
EVTNAME121309;The Integration of Pomerania;;;;;;;;;;;;;
EVTDESC121309;The German population of Swedish Pomerania cheers our troops onward as we occupy our new possession. The elites have sworn loyalty to the King, and Swedish Pomern seems like it will be a loyal province of Prussia.;;;;;;;;;;;;;
EVTOPTA121309;Our kingdom grows ever stronger!;;;;;;;;;;;;;
EVTNAME121310;The Poznan Uprisings;;;;;;;;;;;;;
EVTDESC121310;The German population of the Poznan Region and the nearby province of Torun have launched a major uprising agaisnt our troops in the region with the goal of reuniting with Prussia. Though they failed in Poznan, they were successful in Torun, and Prussian troops have moved into the area to occupy it. Shall we permit these dastardly Germans to steal our land without a fight?;;;;;;;;;;;;;
EVTOPTA121310;We aren't strong enough to fight...;;;;;;;;;;;;;
EVTOPTB121310;We shall secure all of West Prussia!;;;;;;;;;;;;;
EVTNAME121311;The Poznan Uprisings;;;;;;;;;;;;;
EVTDESC121311;Surprisingly, the Poles backed down without a fight after the German uprisings. Our troops have successfully occupied the lands of Posen and Thorn amidst the cheers of the German populace.;;;;;;;;;;;;;
EVTOPTA121311;No one can stop us!;;;;;;;;;;;;;
EVTNAME121312;The Integration of Posen and Thorn;;;;;;;;;;;;;
EVTDESC121312;The German population of Posen and Thorn cheers our troops onward as we occupy our new possession. The elites have sworn loyalty to the King, and these new lands seem like they will be loyal provinces of Prussia.;;;;;;;;;;;;;
EVTOPTA121312;Our kingdom grows ever stronger!;;;;;;;;;;;;;
EVTNAME121313;A Prussian-Federation Concord?;;;;;;;;;;;;;
EVTDESC121313;Now that we have unified the states of the Confederation of the Rhine, we have come one step closer to uniting all of Germany. However, the Prussian Kingdom has sent a delegation to us today asking to discuss long-term plans for German unification. Prussian conservatives are of the opinion that our nation, united under a liberal banner, stand for all sorts of Godless and repugnant ideas, and they want no part of it. As such, they ask us to make an agreement with them in which they will abandon all claims on German lands if we will agree to never seek Prussian inclusion in an eventual unification of all of Germany. Accepting would certainly make forming a German state easier, but many argue that a German Union without Prussia is not really a union at all.;;;;;;;;;;;;;
EVTOPTA121313;We accept- Prussia and Germany will remain seperate.;;;;;;;;;;;;;
EVTOPTB121313;We refuse- Prussia must be part of a German Union.;;;;;;;;;;;;;
EVTNAME121314;The Bund Accepts;;;;;;;;;;;;;
EVTDESC121314;Wonderful news! The Rheinbund has accepted our offer. Both of us have agreed to abandon all claims on the other, and Germany and Prussia will now be recognized as a seperate nations.;;;;;;;;;;;;;
EVTOPTA121314;Now, to the East!;;;;;;;;;;;;;
EVTNAME121315;The Bund Refuses;;;;;;;;;;;;;
EVTDESC121315;Terrible News- The Rheinbund has refused to accept our offer. They insist that Prussia must be part of eventual German unification.;;;;;;;;;;;;;
EVTOPTA121315;Revolting!;;;;;;;;;;;;;
EVTNAME121316;Prussia's Destiny;;;;;;;;;;;;;
EVTDESC121316;The emergence of the Rheinbund, a liberal union of most of the German states, has greatly affected the balance of power in Europe. No one is exactly sure how we should treat this new nation, especially since it is considered by many to merely be a stepping stone to eventual German unification. Otto von Bismarck, our new Minister President, advocates a policy of turning our backs on the rest of Germany, arguing that to embrace pan-Germanism is to embrace the dangerous ideas of liberalism and Jacobinism. He urges us to set up a conference with the Federation to negotiate an arrangement in which Prussia will forever abandon claims on other German lands in exchange for the Federation promising not to pursue a union of Prussia with the rest of Germany. On the other hand, many liberals within the government oppose Bismarck, saying that Prussia's future still lies in the West as part of a German nation.;;;;;;;;;;;;;
EVTOPTA121316;We don't care about Germany- call the conference!;;;;;;;;;;;;;
EVTOPTB121316;The West is what is important, not the East!;;;;;;;;;;;;;
EVTNAME121317;Prussia's Destiny;;;;;;;;;;;;;
EVTDESC121317;The recent attempt to create a liberal unification of the Rhine states has greatly upset the politics of Prussia. No one is exactly sure how we should respond to the increasingly vocal calls for German unification. Otto von Bismarck, our new Minister President, advocates a policy of turning our backs on the rest of Germany, arguing that to embrace pan-Germanism is to embrace the dangerous ideas of liberalism and Jacobinism. He urges us to announce a new policy of Prussia in which we will forever abandon claims on other German lands and seek a new course outside of Germany. On the other hand, many liberals within the government oppose Bismarck, saying that Prussia's future still lies in the West as part of a German nation.;;;;;;;;;;;;;
EVTOPTA121317;We don't care about Germany!;;;;;;;;;;;;;
EVTOPTB121317;The West is what is important, not the East!;;;;;;;;;;;;;
EVTNAME121318;The Tsarist Offer;;;;;;;;;;;;;
EVTDESC121318;Since the Decembrist Rebellion in Russia of 1826, the legitimate Tsar, Nicholas I, and his descendants have resided in Prussia. With the situation in Russia coming to a boil, the current pretender has made us a deal as part of his preparations to reclaim his throne. When the uprising of the white forces begins, we will aid him by attacking Russia. If we do this, he promises, once he reclaims the throne, he will cede to us the Latvian and Estonian lands owned by Russia.;;;;;;;;;;;;;
EVTOPTA121318;Sounds like a deal!;;;;;;;;;;;;;
EVTOPTB121318;It's too risky!;;;;;;;;;;;;;
EVTNAME121319;Civil War in Russia;;;;;;;;;;;;;
EVTDESC121319;Now that the Tsarists have raised the white flag over Moscow, we stand ready to fulfill our promise to the Royalist rebels. We will attack Russia and gain the Baltic in exchange.;;;;;;;;;;;;;
EVTOPTA121319;Onwards to St. Petersburg!;;;;;;;;;;;;;
EVTOPTB121319;On second thought...;;;;;;;;;;;;;
EVTNAME121320;The Prussian Promise;;;;;;;;;;;;;
